slide_id,process,status,seg_level,sthresh,mthresh,close,use_otsu,keep_ids,exclude_ids,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn
SR386_40X_HE_T033_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T034_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T035_01.czi,1,processed,6,135,9,4,False,none,none,3,5,12,6,200,True,four_pt
SR386_40X_HE_T036_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T037_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T038_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T039_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T040_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T041_01.czi,1,processed,6,132,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T042_01.czi,1,processed,6,135,9,4,False,none,none,3,5,12,6,200,True,four_pt
SR386_40X_HE_T043_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T044_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T046_01.czi,1,processed,6,90,7,4,False,none,none,100,8,0,6,250,True,four_pt
SR386_40X_HE_T047_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T049_01.czi,1,processed,6,140,9,4,False,none,none,50,5,24,6,200,True,four_pt
SR386_40X_HE_T050_01.czi,1,processed,6,132,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T051_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T052_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T056_01.czi,1,processed,6,140,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T057_01.czi,1,processed,6,138,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T060_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T062_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T063_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T065_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T066_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T067_01.czi,1,processed,6,135,7,4,False,none,none,100,8,50,6,250,True,four_pt
SR386_40X_HE_T069_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T070_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T072_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T074_01.czi,1,processed,6,135,9,4,False,none,none,10,5,12,6,200,True,four_pt
SR386_40X_HE_T075_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T078_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T079_01.czi,1,processed,6,139,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T080_01.czi,1,processed,6,135,9,4,False,none,none,10,5,12,6,200,True,four_pt
SR386_40X_HE_T081_01.czi,1,processed,6,120,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T082_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T083_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T084_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T085_01.czi,1,processed,6,140,7,4,False,none,none,100,4,24,6,250,True,four_pt
SR386_40X_HE_T086_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T087_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T088_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T091_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T092_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T094_01.czi,1,processed,5,139,3,4,False,none,none,100,1,12,6,200,True,four_pt
SR386_40X_HE_T095_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T096_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T097_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T098_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T099_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T100_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T103_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T104_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T105_01.czi,1,processed,6,138,7,4,False,none,none,100,4,24,6,250,True,four_pt
SR386_40X_HE_T106_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T107_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T108_01.czi,1,processed,6,135,9,4,False,none,none,5,5,12,6,200,True,four_pt
SR386_40X_HE_T109_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T110_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T112_01.czi,1,processed,6,140,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T113_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T114_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T117_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T119_01.czi,1,processed,6,135,5,4,False,none,none,50,1,120,6,200,True,four_pt
SR386_40X_HE_T122_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T123_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T126_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T127_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T128_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T129_01.czi,1,processed,6,136,3,4,False,none,none,50,2,24,6,250,True,four_pt
SR386_40X_HE_T130_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T131_01.czi,1,processed,6,138,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T132_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T133_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T135_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T136_01.czi,1,processed,6,138,11,4,False,none,none,20,5,12,6,200,True,four_pt
SR386_40X_HE_T138_01.czi,1,processed,6,133,9,4,False,none,none,3,5,12,6,200,True,four_pt
SR386_40X_HE_T140_01.czi,1,processed,6,140,3,4,False,none,none,100,20,12,6,200,True,four_pt
SR386_40X_HE_T142_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T144_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T145_01.czi,1,processed,6,135,5,4,False,none,none,100,2,24,6,250,True,four_pt
SR386_40X_HE_T147_01.czi,1,processed,6,132,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T148_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T149_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T150_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T152_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T154_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T155_01.czi,1,processed,6,135,9,4,False,none,none,1,5,50,6,200,True,four_pt
SR386_40X_HE_T157_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T160_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T164_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T165_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T166_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T168_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T169_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T170_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T172_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T174_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T175_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T176_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T177_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T178_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T179_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T180_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T181_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T182_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T184_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T187_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T188_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T189_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T190_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T191_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T192_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T195_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T196_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T197_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T198_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T200_01.czi,1,processed,6,132,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T201_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T202_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T205_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T206_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T208_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T209_01.czi,1,processed,6,140,9,1,False,none,none,10,1,100,6,200,True,four_pt
SR386_40X_HE_T210_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T211_01.czi,1,processed,6,140,5,4,False,none,none,100,4,24,6,250,True,four_pt
SR386_40X_HE_T212_01.czi,1,processed,6,135,9,4,False,none,none,2,5,12,6,200,True,four_pt
SR386_40X_HE_T213_01.czi,1,processed,6,132,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T214_01.czi,1,processed,6,110,9,4,False,none,none,25,5,24,6,200,True,four_pt
SR386_40X_HE_T216_01.czi,1,processed,6,125,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T220_01.czi,1,processed,6,125,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T221_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T224_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T227_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T230_01.czi,1,processed,6,140,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T231_01.czi,1,processed,6,127,9,4,False,none,none,1,5,24,6,200,True,four_pt
SR386_40X_HE_T232_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T233_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T234_01.czi,1,processed,6,135,9,4,False,none,none,5,5,12,6,200,True,four_pt
SR386_40X_HE_T235_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T236_01.czi,1,processed,6,144,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T237_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T238_01.czi,1,processed,6,138,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T239_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T240_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T241_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T242_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T244_01.czi,1,processed,6,124,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T245_01.czi,1,processed,6,140,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T247_01.czi,1,processed,6,133,5,4,False,none,none,80,4,24,6,250,True,four_pt
SR386_40X_HE_T248_01.czi,1,processed,6,144,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T249_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T250_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T252_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T253_01.czi,1,processed,6,136,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T255_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T256_01.czi,1,processed,6,138,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T259_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T260_01.czi,1,processed,6,127,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T262_01.czi,1,processed,6,135,9,4,False,none,none,75,5,24,6,200,True,four_pt
SR386_40X_HE_T263_01.czi,1,processed,6,135,9,4,False,none,none,10,5,0,6,200,True,four_pt
SR386_40X_HE_T264_01.czi,1,processed,6,137,9,8,False,none,none,25,5,24,6,200,True,four_pt
SR386_40X_HE_T265_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T267_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T268_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T269_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T270_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T271_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T272_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T273_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T274_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T275_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T276_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T277_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T278_01.czi,1,processed,6,135,9,4,True,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T281_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T282_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T284_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T285_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T286_01.czi,1,processed,6,135,5,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T287_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T288_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T290_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T291_01.czi,1,processed,6,140,3,3,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T293_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T294_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T297_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T298_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T299_01.czi,1,processed,6,138,9,4,False,none,none,50,5,24,6,200,True,four_pt
SR386_40X_HE_T300_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T301_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T302_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T303_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T305_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T306_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T308_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T309_01.czi,1,processed,6,138,9,4,False,none,none,10,5,40,6,200,True,four_pt
SR386_40X_HE_T311_01.czi,1,processed,6,139,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T312_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T314_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T315_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T316_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T318_01.czi,1,processed,6,132,9,4,False,none,none,1,5,25,6,200,True,four_pt
SR386_40X_HE_T319_01.czi,1,processed,6,134,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T321_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T324_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T325_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T326_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T327_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T329_01.czi,1,processed,6,135,9,4,False,none,none,40,5,24,6,200,True,four_pt
SR386_40X_HE_T330_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T331_01.czi,1,processed,6,130,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T332_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T333_01.czi,1,processed,6,134,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T335_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T336_01.czi,1,processed,6,137,9,4,False,none,none,25,5,24,6,200,True,four_pt
SR386_40X_HE_T337_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T338_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T339_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T341_01.czi,1,processed,6,130,9,4,False,none,none,3,5,12,6,200,True,four_pt
SR386_40X_HE_T342_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T343_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T344_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T346_01.czi,1,processed,6,127,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T347_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T350_01.czi,1,processed,6,132,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T351_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T352_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T353_01.czi,1,processed,6,132,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T355_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T357_01.czi,1,processed,6,138,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T360_01.czi,1,processed,6,142,9,4,False,none,none,100,125,24,6,200,True,four_pt
SR386_40X_HE_T361_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T362_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T363_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T364_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
